# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 16 09:22:14 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_mass,st_age,ra,dec,sy_dist
Kepler-1228 b,Kepler-1228,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.57736958,,1.540,0.137,,,,,0,5063.00,0.78,5.130,296.5527610,46.9661945,515.4530000
Kepler-1229 b,Kepler-1229,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,86.82898900,,1.400,0.125,,,,,0,3784.00,0.54,3.720,297.4868347,46.9966782,265.4820000
Kepler-123 b,Kepler-123,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.23236600,0.135000,2.940,0.262,,,,,0,6089.00,,,296.9985853,42.7819633,1021.6600000
Kepler-123 c,Kepler-123,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,26.69507400,0.181000,1.480,0.132,,,,,0,6089.00,,,296.9985853,42.7819633,1021.6600000
Kepler-1230 b,Kepler-1230,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.95661537,,2.710,0.242,,,,,0,5961.00,1.06,3.470,283.2645129,41.7114526,1364.2200000
Kepler-1231 b,Kepler-1231,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.41725184,,1.420,0.127,,,,,0,5778.00,1.01,4.170,288.5882888,42.6056644,987.2370000
Kepler-1232 b,Kepler-1232,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.78391830,,1.930,0.172,,,,,0,5471.00,0.92,4.790,296.5500966,49.1023070,632.8650000
Kepler-1233 b,Kepler-1233,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,45.12630420,,2.600,0.232,,,,,0,6198.00,1.16,2.880,297.3750954,46.6622201,1178.7000000
Kepler-1234 b,Kepler-1234,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.94014029,,2.810,0.251,,,,,0,4967.00,0.80,4.370,287.5220359,51.3759464,916.7490000
Kepler-1235 b,Kepler-1235,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.16055856,,0.790,0.070,,,,,0,5541.00,0.93,4.570,284.9030677,43.9540616,540.6040000
Kepler-1236 b,Kepler-1236,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.05716180,,2.140,0.191,,,,,0,5337.00,0.86,4.070,295.6247375,42.5458739,999.6400000
Kepler-1237 b,Kepler-1237,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,84.57332260,,2.860,0.255,,,,,0,5472.00,0.94,4.570,295.6292745,44.6905815,1064.3100000
Kepler-1238 b,Kepler-1238,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.14787559,,1.930,0.172,,,,,0,6386.00,1.30,2.140,297.9057655,40.1628378,1632.1300000
Kepler-1239 b,Kepler-1239,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.19104016,,2.900,0.259,,,,,0,6564.00,1.40,1.620,293.1273357,42.3200578,2140.6000000
Kepler-124 b,Kepler-124,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.41049300,0.039000,0.730,0.065,,,,,0,4984.00,,,286.7527322,49.0648788,420.0460000
Kepler-124 c,Kepler-124,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,13.82137500,0.100000,1.750,0.156,,,,,0,4984.00,,,286.7527322,49.0648788,420.0460000
Kepler-124 d,Kepler-124,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,30.95085100,0.170000,1.110,0.099,,,,,0,4984.00,,,286.7527322,49.0648788,420.0460000
Kepler-1240 b,Kepler-1240,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.86638150,,1.150,0.103,,,,,0,5682.00,0.98,4.070,282.9997682,40.5574322,862.1860000
Kepler-1241 b,Kepler-1241,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.55257010,,2.630,0.235,,,,,0,5261.00,0.84,4.680,294.5762033,38.4569588,968.7220000
Kepler-1242 b,Kepler-1242,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.62798432,,2.260,0.202,,,,,0,4895.00,0.77,5.620,284.6062174,41.1963440,687.6150000
Kepler-1243 b,Kepler-1243,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.83207290,,1.750,0.156,,,,,0,5667.00,0.96,4.370,294.0093970,42.8807779,758.1700000
Kepler-1244 b,Kepler-1244,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.70428172,,1.350,0.120,,,,,0,6680.00,1.46,1.700,282.3012505,46.5161814,1075.8100000
Kepler-1245 b,Kepler-1245,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.35409304,,1.440,0.128,,,,,0,5306.00,0.86,4.570,290.7443078,43.2607530,805.9360000
Kepler-1245 c,Kepler-1245,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.93658468,,1.440,0.128,,,,,0,5306.00,0.86,4.570,290.7443078,43.2607530,805.9360000
Kepler-1246 b,Kepler-1246,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.32271513,,1.360,0.121,,,,,0,4611.00,0.73,3.890,287.6572346,48.9822053,436.5050000
Kepler-1247 b,Kepler-1247,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.71220213,,2.330,0.208,,,,,0,5303.00,0.86,4.680,294.5335974,46.6182365,1045.9200000
Kepler-1248 b,Kepler-1248,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.46725407,,1.180,0.105,,,,,0,6149.00,1.21,1.510,288.0592191,51.3544564,593.0260000
Kepler-1249 b,Kepler-1249,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,24.33471270,,2.380,0.212,,,,,0,6202.00,1.19,2.820,296.8948517,44.3717429,1904.5400000
Kepler-125 b,Kepler-125,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.16438900,0.041000,2.370,0.211,,,,,0,3810.00,,,298.2581101,47.6050031,183.3650000
Kepler-125 c,Kepler-125,1,1,2,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.77446400,0.051000,0.740,0.066,,,,,0,3810.00,,,298.2581101,47.6050031,183.3650000
Kepler-1250 b,Kepler-1250,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.60754383,,1.920,0.171,,,,,0,5717.00,0.99,4.570,287.7938184,45.9802492,2126.8500000
Kepler-1251 b,Kepler-1251,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,45.09046430,,1.840,0.164,,,,,0,5545.00,0.92,4.790,292.1151093,49.2563792,902.2040000
Kepler-1252 b,Kepler-1252,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,15.05403290,,1.670,0.149,,,,,0,5949.00,1.06,3.890,298.9503634,46.6928437,648.9790000
Kepler-1253 b,Kepler-1253,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,68.88619150,,1.330,0.119,,,,,0,5850.00,0.97,7.080,283.8852196,47.6371507,514.5240000
Kepler-1254 b,Kepler-1254,1,1,3,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.99113313,,1.550,0.138,,,,,0,4985.00,0.78,5.620,285.1733174,48.7700099,622.8180000
Kepler-1254 c,Kepler-1254,1,1,3,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.60084276,,1.300,0.116,,,,,0,4985.00,0.78,5.620,285.1733174,48.7700099,622.8180000
Kepler-1254 d,Kepler-1254,1,1,3,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.72717226,,1.310,0.117,,,,,0,4985.00,0.78,5.620,285.1733174,48.7700099,622.8180000
Kepler-1255 b,Kepler-1255,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,36.29193360,,2.320,0.207,,,,,0,6018.00,1.08,3.550,295.2392569,42.7264842,1617.0700000
Kepler-1256 b,Kepler-1256,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.41277540,,1.490,0.133,,,,,0,6129.00,1.17,3.720,291.4742443,44.6834119,891.1920000
Kepler-1257 b,Kepler-1257,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.66831376,,1.520,0.136,,,,,0,5502.00,0.90,4.370,296.0756231,45.6270165,1105.9500000
Kepler-1258 b,Kepler-1258,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.98494017,,0.860,0.077,,,,,0,5839.00,0.99,3.890,285.4049723,49.9948186,717.5550000
Kepler-1259 b,Kepler-1259,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.66308526,,1.430,0.128,,,,,0,5053.00,0.80,5.250,297.8414628,46.9676288,805.5620000
Kepler-126 b,Kepler-126,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.49571100,0.099000,1.520,0.136,,,,,1,6239.00,,,289.3473634,44.2084445,237.4010000
Kepler-126 c,Kepler-126,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,21.86974100,0.162000,1.580,0.141,,,,,1,6239.00,,,289.3473634,44.2084445,237.4010000
Kepler-126 d,Kepler-126,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,100.28313400,0.448000,2.500,0.223,,,,,1,6239.00,,,289.3473634,44.2084445,237.4010000
Kepler-1260 b,Kepler-1260,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,19.11877530,,1.770,0.158,,,,,0,5961.00,1.06,3.800,295.5912652,42.5552261,1734.4300000
Kepler-1261 b,Kepler-1261,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,48.43089910,,2.260,0.202,,,,,0,5006.00,0.82,4.470,285.2324786,48.8066963,744.2940000
Kepler-1262 b,Kepler-1262,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.67900242,,1.820,0.162,,,,,0,5771.00,0.99,4.270,288.7718287,42.2131694,1054.8700000
Kepler-1263 b,Kepler-1263,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.55139967,,1.140,0.102,,,,,0,5213.00,0.84,4.900,286.4836260,46.7526182,664.8300000
Kepler-1264 b,Kepler-1264,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.96852602,,1.180,0.105,,,,,0,5791.00,0.99,4.170,289.8844102,45.2115075,801.9930000
Kepler-1265 b,Kepler-1265,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.49441289,,1.350,0.120,,,,,0,4630.00,0.71,5.250,284.5858364,47.0795646,583.6410000
Kepler-1266 b,Kepler-1266,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,28.47474800,,2.580,0.230,,,,,0,5044.00,0.80,5.130,285.8693277,42.7279996,849.3120000
Kepler-1266 c,Kepler-1266,1,1,2,Transit,2021,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,4.86631012,,1.680,0.150,,,,,0,4996.00,0.79,,285.8693277,42.7279996,849.3120000
Kepler-1267 b,Kepler-1267,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.03139450,,3.010,0.269,,,,,0,6096.00,1.15,3.240,299.1695093,43.4410533,1379.4300000
Kepler-1268 b,Kepler-1268,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,40.99039860,,2.030,0.181,,,,,0,5904.00,1.06,4.270,287.8384190,43.1531776,1840.7700000
Kepler-1269 b,Kepler-1269,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,37.33315360,,1.630,0.145,,,,,0,5998.00,1.10,3.550,287.8055442,45.3405371,1097.2300000
Kepler-127 b,Kepler-127,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.43588900,0.125000,1.400,0.125,,,,,0,6106.00,,,285.1899439,46.0280596,352.7940000
Kepler-127 c,Kepler-127,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,29.39319500,0.200000,2.660,0.237,,,,,1,6106.00,,,285.1899439,46.0280596,352.7940000
Kepler-127 d,Kepler-127,1,1,3,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,48.63040800,0.280000,2.640,0.236,,,,,0,6106.00,,,285.1899439,46.0280596,352.7940000
Kepler-1270 b,Kepler-1270,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.03356196,,3.320,0.296,,,,,0,5047.00,1.28,4.370,286.7156676,48.6452552,1095.0500000
Kepler-1271 b,Kepler-1271,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.02559550,,1.480,0.132,,,,,0,6143.00,1.13,3.630,286.3442954,37.4119347,831.9910000
Kepler-1272 b,Kepler-1272,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,51.13097040,,2.370,0.211,,,,,0,5926.00,1.06,3.890,285.2197605,38.8058393,1206.3700000
Kepler-1273 b,Kepler-1273,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,28.62565300,,2.490,0.222,,,,,0,5566.00,0.94,4.470,285.8032016,44.8733983,1114.2400000
Kepler-1274 b,Kepler-1274,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.98152703,,1.420,0.127,,,,,0,6179.00,1.45,2.880,284.5936858,46.4497364,614.6480000
Kepler-1275 b,Kepler-1275,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.65691115,,1.480,0.132,,,,,0,6296.00,1.23,2.510,293.5004955,44.9324455,1153.9800000
Kepler-1276 b,Kepler-1276,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.57200950,,1.190,0.106,,,,,0,6188.00,1.14,3.090,287.8570173,40.5471909,538.4810000
Kepler-1277 b,Kepler-1277,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,40.83650120,,1.600,0.143,,,,,0,5578.00,0.94,5.010,295.1025166,40.5723736,557.1930000
Kepler-1278 b,Kepler-1278,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.23941344,,1.010,0.090,,,,,0,6074.00,1.11,3.310,282.9569197,42.8255589,889.4260000
Kepler-1279 b,Kepler-1279,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,23.47741010,,1.750,0.156,,,,,0,6221.00,1.21,2.820,288.0955917,40.3659090,1494.2200000
Kepler-128 b,Kepler-128,1,1,2,Transit,2013,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp; Lithwick 2016</a>,15.09000000,,1.430,0.128,0.77000,1.46000,,,1,,1.09,,282.4922622,43.9802442,396.3790000
Kepler-128 c,Kepler-128,1,1,2,Transit,2013,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp; Lithwick 2016</a>,22.80400000,,1.340,0.120,0.90000,2.07000,,,1,,1.09,,282.4922622,43.9802442,396.3790000
Kepler-1280 b,Kepler-1280,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,66.55790570,,1.870,0.167,,,,,0,6227.00,1.20,2.820,293.5738933,45.3844919,1486.7000000
Kepler-1281 b,Kepler-1281,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.11602791,,1.640,0.146,,,,,0,5353.00,0.87,4.370,295.3543571,48.5153932,
Kepler-1282 b,Kepler-1282,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.13194651,,1.550,0.138,,,,,0,5504.00,0.92,4.570,290.1761688,46.6983036,1103.2900000
Kepler-1283 b,Kepler-1283,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.94609780,,1.910,0.170,,,,,0,6175.00,1.16,2.880,295.4623336,40.7769335,2921.9900000
Kepler-1284 b,Kepler-1284,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.66407381,,1.210,0.108,,,,,0,5123.00,0.84,4.470,291.2789549,47.6875766,882.3240000
Kepler-1285 b,Kepler-1285,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.79674580,,0.970,0.087,,,,,0,6170.00,1.20,2.750,281.8353366,44.1558825,422.2690000
Kepler-1286 b,Kepler-1286,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.25402929,,2.150,0.192,,,,,0,5753.00,1.00,4.170,280.2583709,43.8357433,1354.4600000
Kepler-1287 b,Kepler-1287,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.47685909,,1.540,0.137,,,,,0,5715.00,0.96,4.070,289.1346298,47.0630180,1003.2600000
Kepler-1288 b,Kepler-1288,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.76122421,,1.120,0.100,,,,,0,6132.00,1.20,2.880,285.7135000,41.6058799,814.0780000
Kepler-1289 b,Kepler-1289,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.99019627,,1.520,0.136,,,,,0,6080.00,1.10,2.950,296.3887670,41.0405090,1053.5700000
Kepler-129 b,Kepler-129,1,1,3,Transit,2014,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,15.79000000,0.130000,2.400,0.214,20.00000,8.10000,,,0,5770.00,1.18,6.430,285.3111845,47.8484775,408.8450000
Kepler-129 c,Kepler-129,1,1,3,Transit,2014,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,82.20000000,0.390000,2.520,0.225,43.00000,14.80000,,,0,5770.00,1.18,6.430,285.3111845,47.8484775,408.8450000
